sample	n_biallelic	n_multi
GAYA01010001T	20798	1
CPCT02070140T	42414	0
CPCT02090036T	4976	0
CPCT02020450T	2782	0
CPCT02070269T	7639	0
CPCT02340047T	28830	0
CPCT02220079T	15990	0
ACTN01020213T	40139	4
WIDE01010134T	13814	0
CPCT02040194T	43742	0
ACTN01020003T	3430	1
CPCT02120033T	25395	1
CPCT02050088T	2192	0
WIDE01010461T	38352	0
DRUP01340013T	50437	4
CPCT02020212T	100512	1
CPCT02130065T	2147	0
CPCT02180070T	3507	1
CPCT02030320T	7644	0
CPCT02020234T	39682	0
WIDE01010829T	12612	2
CPCT02050227T	7346	0
CPCT02010560T	3132	0
CPCT02180037T	10661	2
CPCT02120120T	2375	0
ACTN01020205T	16961	0
CPCT02380020T	19017	1
CPCT02050450T	5547	0
CPCT02140105T	9084	0
CPCT02011079T	73837	0
CPCT02160017T	24322	0
WIDE01010935T	3363	0
CPCT02080207T	45045	0
CPCT02040054T	17913	0
CPCT02010735T	10356	1
OPTC01040032T	12710	0
CPCT02130157T	10412	0
WIDE01010063T	14974	0
CPCT02330024T	15645	0
CPCT02380054T	8063	0
CPCT02020971T	9917	1
ACTN01020110T	7429	0
CPCT02070280T	4628	0
CPCT02070075T	3306	0
CPCT02080045T	10312	0
CPCT02010401T	4932	0
WIDE01010169T	14318	0
WIDE01010399T	12559	0
WIDE01010421T	7765	3
GAYA01060002T	6046	0
CPCT02020258T	7539	0
ACTN01020011T	34686	1
CPCT02050367T	1115	0
CPCT02020620T	13734	0
WIDE01010798T	7076	1
DRUP01010102T	20387	0
GAYA01330004T	3102	0
CPCT02050240T	339365	3
WIDE01010389T	5963	0
DRUP01070053T	5127	0
CPCT02080054T	12129	0
CPCT02020891T	61981	1
CPCT02120164T	59837	2
CPCT02080130T	17834	0
WIDE01010930T	47123	1
CPCT02140025T	7145	0
CPCT02030459TII	20370	0
CPCT02010924T	34262	0
CPCT02100036T	6619	0
WIDE01010707T	36963	0
WIDE01010495T	6586	0
CPCT02010485T	10462	0
WIDE01010919T	5466	0
CPCT02020659T	6860	1
CPCT02011040T	5398	0
DRUP01010058T	59192	1
CPCT02330072T	40669	3
CPCT02020277T	29955	1
CPCT02030356T	7240	0
CPCT02050399T	5603	0
CPCT02050038T	10152	0
CPCT02190014T	9754	0
ACTN01020064T	24119	0
CPCT02230073T	12705	0
GAYA01010015T	3076	0
CPCT02020505T	6242	0
CPCT02030353T	21280	0
CPCT02020706T	1446	1
ACTN01020197T	11452	2
CPCT02140104T	5441	0
OPTC01080023T	27392	6
CPCT02060093T	2739	0
CPCT02070021T	8372	0
CPCT02030218TII	3673	0
CPCT02230044T	3531	0
CPCT02040046T	5516	0
WIDE01010933T	5078	0
CPCT02060167T	5127	0
CPCT02010526T	18829	0
CPCT02140046T	8735	0
CPCT02150005T	4486	0
CPCT02080168T	4724	0
CPCT02010981T	9068	0
CPCT02070373T	7188	2
CPCT02070473T	4008	0
CPCT02010359T	15090	0
CPCT02440009T	5871	0
CPCT02050439T	12170	1
CPCT02040234T	45828	0
WIDE01011054T	9190	1
CPCT02030513T	7834	1
CPCT02270022T	33980	0
CPCT02070131T	30755	0
CPCT02040349T	3007	0
CPCT02040149T	42385	0
CPCT02110089T	8744	0
CPCT02120147T	76603	2
CPCT02050133T	10367	0
CPCT02030293T	6628	0
CPCT02070029T	17221	0
WIDE01010781T	6023	2
CPCT02220036T	31018	3
CPCT02050342T	11289	1
CPCT02010877T	6141	0
WIDE01011199T	23472	1
WIDE01011222T	6240	2
CPCT02270029T	172136	7
CPCT02210020T	2614	0
CPCT02020743T	22462	0
CPCT02050097T	15756	0
CPCT02330082T	3471	0
CPCT02011013T	10732	0
ACTN01020036T	46050	2
CPCT02380037T	4658	0
CPCT02390020T	29292	0
CPCT02020424T	3386	0
CPCT02220056T	17747	0
CPCT02130169T	13258	0
GLOW01100004T	11021	0
CPCT02100009T	28751	0
CPCT02360011T	10500	0
CPCT02050151T	3918	0
WIDE01010464T	106421	4
WIDE01011032T	33441	2
CPCT02020371T	10549	0
CPCT02180014T	6143	0
CPCT02130094T	13301	0
ACTN01020039T	28781	0
ACTN01020101T	6519	0
WIDE01010656T	18285	0
ACTN01020245T	20228	0
WIDE01011210T	17532	0
CPCT02050192T	3364	0
CPCT02010389T	5580	1
CPCT02010370T	4983	0
CPCT02020441T	11076	1
WIDE01010767TII	8865	0
CPCT02080253T	16763	0
CPCT02090060T	7296	1
CPCT02060056T	7447	0
CPCT02030396T	8393	1
CPCT02020787T	8049	0
CPCT02030472T	55691	3
CPCT02010828T	23631	0
CPCT02300036T	11573	2
CPCT02020248TII	3967	0
CPCT02450003T	5037	0
CPCT02100182T	16252	0
CPCT02020458T	13962	0
CPCT02120031T	21678	0
DRUP01110010T	8868	0
WIDE01010847T	2659	0
WIDE01010597T	13651	1
WIDE01010162T	14708	0
GLOW01440002T	12025	0
CPCT02050127T	4724	0
ACTN01020117T	7678	1
CPCT02010346T	8695	0
CPCT02010665T	19599	1
CPCT02460006T	2360	0
CPCT02070433T	6754	0
CPCT02100011T	36707	0
ACTN01020055T	2741	0
CPCT02050330T	59331	5
CPCT02040093T	17900	0
CPCT02020468T	1560	0
CPCT02230093T	15626	1
CPCT02290011T	7075	0
CPCT02350020T	6937	0
CPCT02290016T	383277	11
CPCT02050243T	5662	1
CPCT02310012T	62510	2
CPCT02020385T	32513	1
CPCT02060199T	5622	0
CPCT02270046T	35008	0
CPCT02210014T	5199	0
WIDE01011189T	18065	0
CPCT02070474T	6268	0
CPCT02050387T	10361	0
DRUP01090078T	28240	3
COREDB110032T	16697	1
OPTC01080034T	15746	0
CPCT02040143T	11652	0
CPCT02011070T	15936	0
WIDE01010993T	8092	2
CPCT02010382TII	8707	0
GAYA01020004T	9151	1
WIDE01010488T	23504	0
CPCT02050076TII	7093	0
WIDE01010154T	12405	0
CPCT02190019T	11854	0
ACTN01020176T	12786	0
GAYA01020006T	7958	1
COREDB110005T	21397	0
CPCT02020521T	11044	0
CPCT02010662T	139125	36
CPCT02330075T	9432	0
CPCT02090002T	77245	1
CPCT02050329T	19077	1
CPCT02230106T	17765	1
DRUP01060010T	31773	1
WIDE01010914T	5163	0
CPCT02060129T	3092	0
CPCT02020343T	12964	0
CPCT02100122T	4748	0
CPCT02070069T	4418	0
CPCT02120022T	7494	0
DRUP01340003T	36401	0
CPCT02020807T	4224	0
CPCT02130013T	13013	0
CPCT02030387T	7365	0
CPCT02100076T	51881	3
ACTN01020109T	50836	0
WIDE01010994T	3085	0
CPCT02110102T	4817	0
GLOW01440012T	7142	1
CPCT02120078T	13586	0
CPCT02020493TII	10302	0
CPCT02020658T	5362	0
OPTC01080028T	13396	0
CPCT02030351T	8753	0
DRUP01030024T	7955	0
CPCT02070217T	3730	0
WIDE01010501T	38324	0
WIDE01010554T	2508	0
DRUP01010247T	40687	0
CPCT02050300T	16375	0
CPCT02030289TIII	10255	0
CPCT02020215T	105548	13
OMIC01130103T	15855	0
CPCT02310016T	37175	8
CPCT02050141T	42375	0
CPCT02130155T	7465	0
CPCT02060211T	8669	0
WIDE01011185T	3584	0
ACTN01020121T	7210	1
CPCT02140030T	11877	0
WIDE01010089T	5311	0
WIDE01010508T	29666	1
CPCT02010433T	2540	0
CPCT02100106T	40821	0
CPCT02070080T	9526	0
ACTN01020063T	22677	0
CPCT02020236T	6881	0
CPCT02110030T	6919	0
CPCT02260039T	14398	0
WIDE01010636T	47122	1
CPCT02070289T	4104	0
CPCT02050223T	6433	0
CPCT02300019T	561	0
CPCT02220027T	17987	0
CPCT02010935T	49822	1
CPCT02220002T	4791	0
GAYA01210001T	4593	0
WIDE01010395T	34740	2
DRUP01050018T	19432	0
CPCT02011002T	8714	0
CPCT02060276T	10876	0
ACTN01020113T	14060	0
CPCT02010927T	28760	1
WIDE01010275T	5203	0
WIDE01010854T	19248	0
CPCT02260040T	5005	0
CPCT02010397T	17065	0
CPCT02010813T	13924	1
CPCT02110036T	2902	0
CPCT02100035T	5929	0
WIDE01010251T	11006	1
DRUP01020026T	13169	0
WIDE01010714T	22362	1
CPCT02220030T	90167	1
CPCT02030416T	7161	0
CPCT02050053T	20589	0
WIDE01010339T	8903	0
WIDE01010041T	45517	1
GAYA01200001T	15838	1
CPCT02030259TIII	12279	0
CPCT02020756T	3672	1
CPCT02050232T	24516	0
DRUP01120011T	15873	0
CPCT02210028T	12459	0
CPCT02380028T	15736	0
CPCT02020608T	3165	0
CPCT02010894T	9208	0
ACTN01020009T	17226	1
CPCT02080056T	88089	10
CPCT02020540T	29917	0
CPCT02030258T	15687	0
CPCT02440024T	4632	0
CPCT02140057T	59072	4
CPCT02010492T	3617	0
CPCT02230060T	100224	3
CPCT02040048T	8270	0
CPCT02140004TII	13360	0
COREDB011138T	5401	0
DRUP01010101T	26482	0
CPCT02050043T	20674	0
GAYA01010029T	19329	0
CPCT02310017T	33602	0
WIDE01010404T	106992	0
CPCT02240001T	10135	1
CPCT02120090T	7420	1
DRUP01050002T	182549	4
CPCT02080100T	2865	0
CPCT02040106T	32164	0
CPCT02120105T	89462	1
CPCT02390022T	12672	0
CPCT02010398T	10545	0
CPCT02100056T	30700	5
CPCT02020982T	12696	1
CPCT02070092T	9083	1
OPTC01080019T	13081	0
CPCT02060147T	7654	0
CPCT02020667T	5224	0
WIDE01010194T	8598	0
WIDE01010428T	3648	0
CPCT02040338T	8340	0
CPCT02170027T	15421	2
GAYA01280002T	10808	0
CPCT02010501T	236998	1
CPCT02030451T	3476	2
CPCT02340056T	7995	0
CPCT02080092T	64232	2
CPCT02050339T	45736	0
CPCT02030470T	1322	0
CPCT02160035T	155032	1
CPCT02030262T	3606	0
WIDE01010676T	68309	2
CPCT02010938T	29840	0
WIDE01010227T	15697	1
CPCT02080060T	7522	0
CPCT02070107TII	4575	0
CPCT02040071T	3285	0
CPCT02050269T	11817	0
CPCT02140042TII	3736	0
CPCT02110099T	6876	0
CPCT02090026T	67226	20
CPCT02020778T	22615	0
CPCT02210074T	3912	0
CPCT02060155T	25179	0
CPCT02080197T	14838	0
CPCT02010873T	7528	0
CPCT02010037T	13653	1
CPCT02040353T	10167	0
CPCT02020972T	108160	13
CPCT02020695T	14363	0
CPCT02190052T	58022	2
CPCT02070033T	3007	0
CPCT02160051T	1967	0
CPCT02220054T	8578	0
CPCT02030367T	8430	0
CPCT02070300T	5196	0
CPCT02120048T	15822	4
CPCT02340064T	32000	0
CPCT02010409T	29086	3
CPCT02030506T	5413	0
DRUP01080008T	10054	0
CPCT02070120T	18490	9
CPCT02390008T	6096	0
CPCT02370016T	9817	0
CPCT02030490T	52690	1
CPCT02100206T	3727	0
WIDE01010280T	11946	0
WIDE01011031T	11910	0
CPCT02100074T	5492	0
CPCT02030553T	298595	0
OPTC01070008T	21460	0
WIDE01010723T	28240	0
CPCT02080014T	8737	0
CPCT02010633T	3856	0
CPCT02010361T	14067	0
CPCT02330095T	20680	0
CPCT02070041T	42078	0
WIDE01010492T	5064	3
CPCT02010503TII	287208	2
CPCT02020888T	4583	0
CPCT02230052T	3941	0
CPCT02070064TIII	5564	0
CPCT02100058T	12255	0
WIDE01010812T	3103	1
CPCT02020648T	41564	0
WIDE01010813T	7733	1
GAYA01290001T	20423	1
CPCT02040294T	17219	0
CPCT02030392T	30088	2
CPCT02010731T	166770	26
CPCT02020283T	18382	1
CPCT02010312TII	4807	1
CPCT02100067T	12900	0
CPCT02050077T	7326	0
CPCT02020264T	4794	0
CPCT02340055T	8087	0
CPCT02011012T	4498	0
CPCT02020613T	11123	0
OPTC01070013T	19944	1
CPCT02011071T	7425	0
ACTN01020038T	107421	1
CPCT02130044T	4208	1
CPCT02020475T	5649	0
CPCT02040071TII	5762	0
CPCT02030529T	6824	0
CPCT02010641TII	6666	0
GAYA01280001T	4667	0
CPCT02180050T	4653	0
CPCT02160055T	2764	0
DRUP01170001T	220546	5
CPCT02230016T	18755	0
CPCT02110046T	16353	0
CPCT02010773T	16468	0
CPCT02010885T	8946	0
WIDE01010283T	3736	0
CPCT02170009T	5171	1
CPCT02440012T	5907	0
CPCT02010663T	75708	3
WIDE01010823T	473996	7
WIDE01010337T	18332	0
DRUP01090009T	20605	0
DRUP01340051T	5891	0
CPCT02230045T	14928	0
WIDE01010769T	49316	0
CPCT02060029T	5604	0
CPCT02070210T	18222	4
DRUP01170012T	75589	1
CPCT02080238T	6470	0
WIDE01010809T	3435	0
WIDE01010384T	23712	1
ACTN01020171T2	54301	3
CPCT02070365T	2897	0
CPCT02060043T	34618	0
CPCT02040067T	14147	0
WIDE01010349T	4590	0
COREDB110033T	4543	1
CPCT02190020T	241126	4
CPCT02010603T	28789	0
CPCT02020951T	5125	0
CPCT02030276T	6543	0
CPCT02050424T	1936156	131
WIDE01010319T	24666	0
WIDE01010081T	9085	1
CPCT02030364T	2636	0
CPCT02060257T	3899	0
CPCT02130059T	21870	0
WIDE01010831T	11121	0
CPCT02040113T	61581	2
CPCT02020989T	30504	0
DRUP01090074T	21767	2
CPCT02190012T	22367	0
CPCT02120200T	5086	0
CPCT02240007T	10597	0
CPCT02180005T	6643	0
CPCT02290041T	19091	1
CPCT02230061T	6814	0
CPCT02100138T	6736	0
WIDE01010330T	2955	0
DRUP01010122T	145894	6
CPCT02030319T	8951	0
CPCT02070244T	10052	0
DRUP01060014T	9310	0
CPCT02110060T	5797	0
DRUP01120001T	61434	4
CPCT02060061T	15400	0
ACTN01020226T	4010	0
CPCT02130048T	9162	0
WIDE01010760T	16652	4
CPCT02070064TII	7074	0
DRUP01080004T	85600	11
WIDE01010486T	3550	1
CPCT02010429T	3209	0
CPCT02080321T	4037	0
CPCT02020734T	9320	1
WIDE01010527T	1464	0
CPCT02070082T	6776	0
CPCT02100044T	24100	1
CPCT02390033T	11666	0
CPCT02180003T	1497	0
CPCT02040271T	4264	0
WIDE01010720T	5786	0
CPCT02010757T	2545	0
CPCT02330044T	5972	0
WIDE01010453T	8294	0
CPCT02140101T	66208	4
CPCT02010577T	2748	0
DRUP01060011T	5450	0
CPCT02050143T	9156	0
CPCT02100117T	13920	0
CPCT02190049T	24103	0
WIDE01010058T	10321	0
CPCT02030531T	35647	1
CPCT02050259T	24354	3
CPCT02010326TII	20071	0
CPCT02030318T	22291	0
WIDE01010432T	7047	0
CPCT02090028T	21320	0
CPCT02110059T	13530	0
CPCT02020861T	13657	3
CPCT02030237T	35451	2
CPCT02020997T	5075	0
CPCT02060248T	13359	0
CPCT02300006T	4832	0
CPCT02020523T	7003	0
CPCT02011000T	7974	0
CPCT02380005T	24330	0
DRUP01010108T	59966	2
CPCT02070193T	13437	2
CPCT02010886T	32792	0
GAYA01430002T	137021	2
CPCT02010913T	42992	0
CPCT02300015T	52535	0
CPCT02120101T	6615	0
CPCT02011004T	65289	1
CPCT02080005T	11541	0
WIDE01010852T	64803	1
CPCT02020686T	7229	0
CPCT02120107T	44182	0
CPCT02230070T	28881	0
CPCT02020317T	4058	0
WIDE01010626T	20458	0
CPCT02050258T	12683	0
WIDE01010066T	21482	0
GAYA01010025T	3221	0
CPCT02011055T	64903	3
WIDE01010183T	15531	0
CPCT02010110TIII	4191	0
WIDE01010074T	13380	0
CPCT02080050T	5353	0
CPCT02070147TII	9139	1
WIDE01011066T	14436	0
CPCT02270007T	19377	0
CPCT02020924TII	5849	0
CPCT02010716T	231049	4
CPCT02140072T	78418	4
CPCT02060033T	6866	0
WIDE01010803T	8164	2
CPCT02020474T	2647	0
GAYA01010002T	2921	0
WIDE01010218T	17642	0
DRUP01110027T	38205	7
CPCT02020637T	8399	0
WIDE01010263T	51901	1
CPCT02030522T	6725	0
WIDE01010928TII	1973	0
CPCT02020988T	23915	1
CPCT02020293T	22109	1
CPCT02080204T	3731	0
WIDE01011038T	6527	0
OPTC01080035T	10481	0
CORE01070015T	4544	0
CPCT02050287T	22433	2
CPCT02070151T	5573	1
CPCT02150046T	8869	0
CPCT02020939T	81510	1
CPCT02110091T	9486	0
GLOW01200001T	19808	4
CPCT02020553T	3888	0
CPCT02410013T	50785	0
CPCT02030370T	8174	0
ACTN01020049T	4551	0
CPCT02040331T	4527	0
CPCT02120111T	1471	0
CPCT02110033T	29299	0
WIDE01011035T	17071	0
CPCT02110071T	27581	0
CPCT02050061T	16353	0
WIDE01010767T	8858	0
CPCT02020996T	8560	0
CPCT02020800T	16776	0
WIDE01010313TII	13521	2
CPCT02080049T	5540	0
CPCT02011018T	73901	5
CPCT02010289T	3566	0
CPCT02030294T	18030	0
CPCT02030264T	3005	0
WIDE01010739T	9572	0
WIDE01010709T	18197	0
DRUP01010090T	81770	1
CPCT02010574T	5671	0
CPCT02270034T	75738	4
CPCT02340108T	7762	0
WIDE01010811T	5212	0
CPCT02060049T	2943	0
CPCT02100165T	16850	1
CPCT02320008T	27857	0
CPCT02140071T	6529	0
CPCT02120103T	6214	2
CPCT02070379T	5579	0
CPCT02050376T	12053	0
CPCT02050321T	13977	0
CPCT02010843T	2953	0
WIDE01010028T	22666	0
CPCT02070202T	16065	0
CPCT02070225T	3499	0
DRUP01060052T	14495	3
ACTN01020217T	23918	1
WIDE01010898T	93493	1
CPCT02140075T	4812	1
DRUP01010065T	19102	0
CPCT02230087T	17464	0
WIDE01010316TII	11920	1
WIDE01010166T	22058	0
CPCT02180051T	4112	0
CPCT02120042T	163269	9
CPCT02050356T	17730	1
CPCT02050056T	70418	0
CPCT02050040T	72100	0
CPCT02010718T	4985	0
ACTN01020071T	20515	0
CPCT02010585T	11203	0
CPCT02050427T	13669	0
CPCT02010890T	6705	0
CPCT02040070T	23361	0
CPCT02080116T	261144	3
CPCT02020670TII	294496	1
CPCT02010941T	146033	0
CPCT02060220T	6310	0
CPCT02020271T	165974	0
ACTN01020052T	3984	0
CPCT02170003T	3295	0
CPCT02040027T	20244	0
CPCT02020901T	45324	0
CPCT02070009T	8627	1
CPCT02140038T	7283	0
CPCT02060222T	1592	0
CPCT02350032T	4667	0
CPCT02330067T	2598	0
CPCT02020764T	7497	0
DRUP01010224T	20746	11
CPCT02060137T	2867	0
DRUP01070085T	95001	6
CPCT02230089T	13523	0
CPCT02050046T	74863	1
CPCT02060053T	4392	0
DRUP01330018T	7861	15
CPCT02030238T	40532	0
CPCT02050093T	24114	0
CPCT02060041T	625874	19
CPCT02070396T	12157	0
CPCT02230012T	10740	1
CPCT02070331T	8366	0
CPCT02040127T	12407	0
CPCT02010972T	111826	2
WIDE01010874T	17454	0
CPCT02210053T	3996	0
WIDE01010274T	9243	2
CPCT02080022T	2178	0
CPCT02150026T	18398	0
CPCT02010438T	3800	1
CPCT02130064T	5047	0
CPCT02030458T	3174	0
WIDE01010650T	3163	0
CPCT02070422T	62367	3
CPCT02270023T	14080	0
DRUP01220005T	11226	0
CPCT02020267TIII	20625	0
WIDE01010359T	2202	1
CPCT02330124T	23916	2
CPCT02050299T	82436	4
CPCT02060121T	22716	0
CPCT02050128T	22643	0
DRUP01220002T	19719	0
WIDE01010375T	5594	0
CPCT02020940TII	4326	0
CPCT02030285T	7050	0
CPCT02330078T	22062	0
CPCT02010621T	13937	0
CPCT02060290T	2308	0
WIDE01010332T	6845	0
CPCT02080179T	22265	0
CPCT02210044T	2786	0
CPCT02070389T	5321	0
WIDE01010115T	24384	1
WIDE01011044T	2266	0
CPCT02040039T	28933	0
WIDE01010976T	46723	0
ACTN01020293T	26305	0
CPCT02020315T	16681	1
DRUP01140003T	3596	0
ACTN01020264T	20257	0
CPCT02020377T	2530	0
CPCT02010536T	81302	1
CPCT02060240T	4367	0
CORE01070017T	7050	0
CPCT02140060T	8685	0
CPCT02040305T	60654	2
CPCT02100089T	3355	0
CPCT02180009T	25558	0
CPCT02020895TII	21585	0
CPCT02020703T	49236	5
CPCT02011037T	205650	1
CPCT02020626T	65567	0
CPCT02370002TII	29436	2
CPCT02010721T	3211	0
CPCT02030415T	286327	6
CPCT02011074T	22585	2
CPCT02070424T	9802	0
CPCT02160004T	9230	0
CPCT02020258TII	7930	0
ACTN01020108T	80185	1
CPCT02020267TII	42682	0
CPCT02040280TII	159070	7
DRUP01020027T	35053	0
CPCT02030380TII	11487	0
CPCT02080102T	9890	0
CPCT02370010T	20693	3
CPCT02210010T	2805	0
CPCT02080284T	14331	0
CPCT02050073TII	22553	2
CPCT02120047TII	11265	2
CPCT02020535T	76029	2
CPCT02020938TII	6455	1
CPCT02060161T	4379	0
CPCT02030374T	6573	0
WIDE01011079T	3344	0
CPCT02020615T	44104	0
DRUP01010017T	80793	0
CPCT02020657T	79610	2
CPCT02020879T	3323	2
WIDE01010561T	84561	0
CPCT02040312T	7873	0
CPCT02040301T	60743	2
CPCT02330089T	14440	0
WIDE01011076T	6802	0
CPCT02170022T	4326	0
CPCT02010863T	6630	0
DRUP01050100T	5509	0
WIDE01010846T	12899	0
CPCT02050241T	22114	1
CPCT02010648T	9026	0
CPCT02010739T	1706	0
CPCT02290028T	5161	0
CPCT02010458T	8092	0
CPCT02370034T	65886	0
CPCT02040014T	12868	0
COREDB011180T	991	0
DRUP01080046T	51394	2
GLOW01440017T	113107	12
CPCT02330130T	6415	0
ACTN01020170T	28549	0
CPCT02030562T	11805	0
GAYA01100001T	2013	0
CPCT02050338T	3949	0
CPCT02080077T	16453	0
CPCT02170020T	8945	0
WIDE01010369T	3543	0
WIDE01010916T	21124	1
CPCT02180057T	6802	0
CPCT02020362T	28076	3
CPCT02070319T	6340	0
CPCT02010838T	2592	0
CPCT02070196T	6997	1
CPCT02100098T	13060	0
CPCT02060035T	6226	1
CPCT02010666T	14002	0
CPCT02060210T	6805	0
CPCT02120095T	112712	0
WIDE01010071T	47706	0
WIDE01010496T	20941	0
DRUP01010123T	177950	8
CPCT02030291T	234378	1
OPTC01030052T	127535	1
CPCT02090054T	58391	2
CPCT02410008T	7820	0
CPCT02080287T	50606	0
CPCT02020895T	20961	0
GAYA01010020T	10142	0
CPCT02190006T	35881	1
WIDE01010677T	34061	1
CPCT02050041T	55487	7
WIDE01010128T	11177	0
CPCT02030299T	16299	0
CPCT02020664T	51975	6
CPCT02020975T	4606	0
CPCT02060225T	9655	0
CPCT02230014T	7497	0
CPCT02010944TIII	18050	0
CPCT02210011T	8182	0
WIDE01010817T	28021	2
CPCT02010486T	1880	0
CPCT02060116T	7801	0
CPCT02090049T	3925	0
CPCT02010403TII	2395	1
OPTC01080025T	16031	0
CPCT02011051T	13101	1
CPCT02060182T	2056	0
CPCT02090044T	214513	2
WIDE01010699T	3423	0
ACTN01020104T	375792	9
CPCT02440038T	11668	0
DRUP01010035T	985	0
WIDE01011144T	7144	0
WIDE01011112T	6507	0
CPCT02060278T	5412	0
CPCT02040138T	9374	0
CPCT02080294T	11080	0
CPCT02010477T	9695	0
CPCT02080029T	9271	1
CPCT02100166T	175181	3
DRUP01110007T	126131	15
CPCT02070266T	6546	0
CPCT02210049T	19571	0
CPCT02040038T	12687	0
CPCT02020465T	3263	1
CPCT02340024T	88755	2
DRUP01070029T	3381	0
CPCT02340014T	35237	0
CPCT02030471T	10601	0
CPCT02060094T	5268	0
CPCT02270031T	3194	0
CPCT02050365T	104475	0
WIDE01010103T	3795	0
CPCT02020740T	10453	0
CPCT02100001TII	3971	1
CPCT02100120T	31271	1
GLOW01440003T	8335	1
CPCT02020350T	2287	0
CPCT02290030T	4699	0
CPCT02050158T	73426	0
CPCT02120050T	2204	0
CPCT02080047T	32858	2
CPCT02100028T	5678	0
CPCT02010866TII	46588	5
CPCT02190043T	112997	6
CPCT02390043T	9625	0
CPCT02050013T	68861	11
CPCT02040104T	124885	2
DRUP01010084T	9271	0
CPCT02310019T	10391	0
WIDE01011183T	1356	0
CPCT02100043T	3474	0
CPCT02060045T	5556	1
ACTN01020203T	13514	0
DRUP01440001T	52314	6
CPCT02050186T	20750	0
CPCT02100169T	11178	0
CPCT02050415T	70546	0
CPCT02070154TII	15714	1
WIDE01010012T	10681	0
CPCT02020617T	8193	0
CPCT02090063T	2060	0
GAYA01350001T	11707	1
CPCT02020897T	28922	0
CPCT02230049T	16848	0
CPCT02050007T	164573	0
CPCT02080084T	40499	2
WIDE01010959T	6131	0
CPCT02020382T	17291	1
CPCT02020801T	2628	0
CPCT02070322T	3154	0
CPCT02050217T	23451	0
WIDE01010887T	15278	0
CPCT02040207T	7388	0
WIDE01010712T	2995	0
CPCT02340068T	5774	0
CPCT02070337T	6888	0
CPCT02010521T	4829	0
CPCT02010939T	10229	0
CPCT02130127T	9330	1
CPCT02040196T	52281	17
CPCT02300039T	13276	0
CPCT02010257T	9961	0
CPCT02040013T	4739	0
CPCT02190044T	6155	1
CPCT02390017T	48559	0
WIDE01010352T	15561	0
WIDE01010174T	6966	0
WIDE01010780T	3155	0
CPCT02070452T	5141	0
CPCT02100184T	34010	1
WIDE01011009T	21471	0
WIDE01010193T	7414	0
WIDE01010833T	6012	0
WIDE01010317T	13720	0
CPCT02020513T	2579	0
CPCT02340088T	4584	1
DRUP01040028T	19254	0
CPCT02230111T	5329	0
WIDE01010571T	1448	0
CPCT02050337T	7623	0
CPCT02230108T	8254	0
CPCT02020611T	28284	1
CPCT02050307T	11776	0
CPCT02340074T	27012	1
CPCT02110024T	60850	1
CPCT02040213T	33920	0
CPCT02120073T	14835	0
WIDE01010821T	53669	1
CPCT02050212T	78730	0
ACTN01020005T	4101	0
WIDE01011089T	16422	1
CPCT02030548T	40934	0
CPCT02060039T	5308	0
CPCT02300004T	4628	0
ACTN01020093T	1313	0
CPCT02010298T	12234	0
CPCT02390002T	67701	0
CPCT02340107T	18026	0
CPCT02160034T	21544	0
CPCT02330016T	17077	3
WIDE01010057T	7846	0
CPCT02060183T	53292	9
CPCT02011073T	2785	0
CPCT02410017T	18884	2
WIDE01010697T	5562	0
CPCT02020572T	12526	4
WIDE01010485T	23150	5
CPCT02300017T	15629	0
CPCT02020323T	25900	0
CPCT02050309T	11264	0
CPCT02060201T	13838	1
GLOW01440016T	12353	0
CPCT02060058T	5767	0
CPCT02040095T	12565	0
CPCT02011067T	10929	0
WIDE01010613T	4147	0
CPCT02130069T	11087	0
CPCT02130172T	8281	0
CPCT02010122T	68333	2
GAYA01020010T	10867	0
WIDE01010791T	5758	0
CPCT02110012T	5074	0
CPCT02410019T	89978	1
WIDE01010315T	20049	1
WIDE01010372T	23333	4
CPCT02080193T	15334	0
CPCT02250010T	14322	0
DRUP01080050T	3774	0
CPCT02310013T	22879	1
CPCT02080186T	10403	0
CPCT02011108T	50519	0
CPCT02020408T	69218	0
CPCT02020426T	139947	0
OPTC01040026T	8443	0
CPCT02070468T	3584	0
CPCT02340067T	20109	0
CPCT02070037T	3584	0
DRUP01140002T	11612	0
CPCT02070335T	5960	0
CPCT02340073T	8243	0
ACTN01020131T	7241	0
CPCT02080281T	5489	2
CPCT02040007T	7763	0
DRUP01080073T	12334	0
WIDE01010954T	40471	2
CPCT02070060T	20581	3
CPCT02060254T	7376	1
CPCT02030459T	14153	0
WIDE01010006T	1482	0
CPCT02030478T	7619	0
WIDE01010363T	49773	3
CPCT02110064T	26267	1
CPCT02050187T	25330	0
CPCT02220053T	4244	1
CPCT02010914T	1875	0
ACTN01020047T	25784	1
WIDE01010770T	47346	0
CPCT02140024T	10996	0
WIDE01010398T	61344	1
CPCT02050103T	16769	0
CPCT02010807T	38069	1
CPCT02010529T	19232	2
ACTN01020085T	454	0
OMIC01130107T	16966	0
CPCT02030270T	5079	0
CPCT02080064T	4583	0
CPCT02010543T	22033	0
CPCT02340041T	52334	4
WIDE01010135T	3054	0
CPCT02250003T	3558	0
CPCT02300052T	6851	0
CPCT02080322T	6578	0
CPCT02120146T	52903	1
DRUP01050038T	3182	0
CPCT02050357T	14299	0
CPCT02070149T	11211	0
WIDE01010814T	38943	0
CPCT02360016T	3420	0
CPCT02220008T	19333	1
